"","difMedia","difSd","erroInv","erroInvConf","erroInvProp","diffErro","conf_t","conf_ks","conf_graybill","inv_t","inv_ks","inv_graybill"
"1",0,0.1,9.3521,9.356158,9.338745,-0.0040579999999999,0.466677936873031,0.999503467895687,0.45220087,0.516377331709999,0.999755028246704,0.5283189
"2",0,0.2,9.3521,9.360813,9.354565,-0.00871299999999989,0.446189574437682,0.994975738173999,0.4842065256,0.497866311759581,0.980109923430418,0.46362965
"3",0,0.3,9.3521,9.360961,9.41423,-0.00886099999999994,0.49283309026239,0.983054557296046,0.5456175,0.519933833229513,0.87449799740066,0.49342381
"4",0,0.4,9.3521,9.368742,9.45402,-0.0166419999999999,0.510530582851443,0.958384669578234,0.50567738,0.541107660498418,0.714188783550237,0.52204727
"5",0,0.5,9.3521,9.342346,9.439277,0.00975400000000009,0.501967456438849,0.908775909082157,0.4933115,0.480756729122711,0.461199166275676,0.4250448096
"6",0,0.6,9.3521,9.382036,9.594765,-0.0299359999999999,0.458330717199385,0.873757413553658,0.48770264,0.482428562577133,0.326799059409683,0.45024522
"7",0,0.7,9.3521,9.38031,9.569115,-0.0282099999999999,0.532258054338929,0.800810585252073,0.5287005,0.53159842147972,0.209693779334011,0.49220652
"8",0,0.8,9.3521,9.444692,9.640554,-0.092592,0.476365098944393,0.745463875149062,0.45410517,0.460879964707901,0.110920152490445,0.41831369
"9",0,0.9,9.3521,9.506637,9.740756,-0.154537,0.537316659115173,0.683810982548662,0.4603366,0.48398421946964,0.0482919631234098,0.44079118
"10",0,1,9.3521,9.349575,9.780998,0.00252500000000007,0.501168791874161,0.572401806601411,0.51434186,0.489362196447569,0.0350294882900387,0.4498963078
"11",0.1,0.1,9.3521,9.347917,9.287622,0.00418300000000007,6.7620451448706e-12,0.970787617819375,0.083963838,1.04746191359287e-68,0.756145585727722,2.1172705986e-10
"12",0.1,0.2,9.3521,9.364273,9.29888,-0.0121729999999999,5.84916760761546e-05,0.955050064220461,0.17333019,1.93216327811654e-19,0.75976971605595,1.329832687e-06
"13",0.1,0.3,9.3521,9.365723,9.319798,-0.0136229999999999,0.00990893462084224,0.920741555659067,0.18809751,1.4451654699355e-08,0.695174629249584,6.194898359e-05
"14",0.1,0.4,9.3521,9.414379,9.347683,-0.0622789999999999,0.0803078525920536,0.893325835105497,0.2651231,0.000150225972284759,0.661183699719808,0.002952317467
"15",0.1,0.5,9.3521,9.429688,9.356463,-0.0775879999999999,0.113338191175831,0.872384356792229,0.27893182,0.000765603925236561,0.541386300939793,0.004432753992
"16",0.1,0.6,9.3521,9.364984,9.41714,-0.0128839999999999,0.18831915814998,0.823611145640253,0.3219134,0.00434746418489118,0.430879902363571,0.015434837346
"17",0.1,0.7,9.3521,9.437934,9.514997,-0.0858339999999999,0.245681952721651,0.795426464677467,0.34847933,0.0236929126197402,0.318412145636632,0.02967590291
"18",0.1,0.8,9.3521,9.34354,9.481068,0.00855999999999998,0.346613108882748,0.718901807770961,0.4136424,0.042645124786615,0.192682915856404,0.0574476112
"19",0.1,0.9,9.3521,9.429063,9.656871,-0.0769629999999999,0.328963570640479,0.674341765223248,0.3845621,0.0513338703481477,0.129739262902613,0.05844755005
"20",0.1,1,9.3521,9.533213,9.6156,-0.181113,0.425858654645465,0.625889841409958,0.39405815,0.0849469064354788,0.071830938020816,0.079057741
"21",0.2,0.1,9.3521,9.498374,9.209351,-0.146274,8.49899037676732e-33,0.765250032489839,0.043212559,5.22170582391789e-176,0.203530981160276,2.713765419e-13
"22",0.2,0.2,9.3521,9.37562,9.25259,-0.0235199999999999,2.07559264245405e-12,0.765813480278989,0.0872848,1.95432114269863e-69,0.216952687499118,1.605167226e-10
"23",0.2,0.3,9.3521,9.396441,9.231442,-0.044341,3.63034686697404e-07,0.74367389112672,0.102639,1.2860837758332e-32,0.213913356473711,3.212465415e-08
"24",0.2,0.4,9.3521,9.41791,9.273262,-0.0658099999999999,0.0007123629324554,0.702955551904971,0.15662579,4.49712015650795e-20,0.209960249457868,1.2165178082e-06
"25",0.2,0.5,9.3521,9.46525,9.310231,-0.11315,0.00139867072655013,0.685747067106437,0.17441758,6.28058937878961e-11,0.215954561825126,2.134991618e-05
"26",0.2,0.6,9.3521,9.423518,9.322459,-0.071418,0.00956334346653069,0.660375348907256,0.22276018,4.28895730989326e-09,0.193074096383061,0.0001057464019
"27",0.2,0.7,9.3521,9.435602,9.493381,-0.0835019999999999,0.0487452829018682,0.611633530765204,0.259694715,3.62155900044277e-06,0.188498039334769,0.0004152085975
"28",0.2,0.8,9.3521,9.505528,9.477076,-0.153428,0.064139351986588,0.608322784415186,0.2675864473,0.000693082665927474,0.136167617080036,0.0008449143012
"29",0.2,0.9,9.3521,9.420237,9.55655,-0.068137,0.113684857716916,0.585497227301235,0.300834,0.000122441180775947,0.114541601326136,0.0023094870681
"30",0.2,1,9.3521,9.523128,9.701933,-0.171028,0.0996893745631368,0.534767774993759,0.286032328,0.000690241162420259,0.0825395188661761,0.003907266933
"31",0.3,0.1,9.3521,9.550296,9.120508,-0.198196,1.60932793375448e-44,0.472298475554354,0.03816359,2.96176571283419e-249,0.0342315937359688,1.8470502563e-14
"32",0.3,0.2,9.3521,9.339658,9.168285,0.0124420000000001,4.36359486872022e-22,0.520249404731691,0.066051898,2.81986492500849e-123,0.0425432719772022,3.1718605307e-12
"33",0.3,0.3,9.3521,9.559936,9.15721,-0.207836,5.24951571329016e-14,0.497177950075515,0.073585279,3.71952247049029e-66,0.0432499148768918,2.9503254825e-10
"34",0.3,0.4,9.3521,9.675622,9.156296,-0.323522,8.96098124086457e-09,0.466106356558099,0.10907038,4.77343898333612e-42,0.0417184804617774,1.047153713e-08
"35",0.3,0.5,9.3521,9.496295,9.221667,-0.144195,3.78042696136189e-05,0.4525734066291,0.13055364,5.48583310805923e-29,0.0423302355078571,1.1155338992e-07
"36",0.3,0.6,9.3521,9.480021,9.291508,-0.127921,0.00237760186953505,0.451772706503674,0.167462943,3.34409718052046e-17,0.0464715730995997,1.5821355076e-06
"37",0.3,0.7,9.3521,9.63006,9.222987,-0.27796,0.00418692702269478,0.47123219176093,0.18642439,3.32479040041964e-15,0.0451048931783973,5.52307073e-06
"38",0.3,0.8,9.3521,9.617407,9.385806,-0.265307,0.00411671080762562,0.401743838092823,0.14599485,1.04272249650484e-10,0.0421963555658388,2.59375382e-05
"39",0.3,0.9,9.3521,9.757621,9.537118,-0.405521,0.0133104263815627,0.375053968307985,0.20574533,8.07212136024456e-09,0.038589162800875,9.070058902e-05
"40",0.3,1,9.3521,9.766979,9.493638,-0.414879,0.033767164184517,0.379410696981974,0.223765858,2.47694491405811e-08,0.0302028658153388,0.00024430496322
"41",0.4,0.1,9.3521,9.753954,9.085028,-0.401854,3.33427259216815e-58,0.263665172252543,0.03332882,1.48219693752374e-323,0.00353747643679624,2.899366357e-15
"42",0.4,0.2,9.3521,9.484513,9.086861,-0.132413,4.75109225511881e-31,0.271159662345354,0.047622064,3.46436460125731e-180,0.00419618070326854,6.625755414e-13
"43",0.4,0.3,9.3521,9.570156,9.130115,-0.218056,2.08502816391369e-19,0.299219935948904,0.068434597,1.06832554063064e-107,0.00509590579775579,1.4827821737e-11
"44",0.4,0.4,9.3521,9.747974,9.13195,-0.395874,1.68734814624725e-12,0.310266177658264,0.0807562,9.03579910457978e-68,0.00537244922712043,3.933251696e-10
"45",0.4,0.5,9.3521,9.772594,9.194114,-0.420494,5.76871513026705e-09,0.262233318385105,0.100924177,6.13561425490637e-49,0.00619088977386981,4.97216262e-09
"46",0.4,0.6,9.3521,9.811377,9.207644,-0.459277,7.42945609597411e-08,0.269643832249565,0.11170144,5.23775667218196e-34,0.0067649662234971,2.4000820598e-08
"47",0.4,0.7,9.3521,9.669183,9.192632,-0.317083,6.9920231632469e-05,0.278596219289312,0.1334166975,6.16971908545462e-26,0.00537612518480445,1.3328461334e-07
"48",0.4,0.8,9.3521,9.671926,9.327733,-0.319826,0.000230266863254691,0.275631335287019,0.15614327,4.37067736192137e-21,0.00503486014255296,1.1856828931e-06
"49",0.4,0.9,9.3521,9.993367,9.284608,-0.641267,0.0020084650216935,0.246353565406952,0.17585606,4.8507180614206e-16,0.00509560266435214,1.8378045037e-06
"50",0.4,1,9.3521,9.633814,9.63812,-0.281714,0.00813134573203957,0.274629914211414,0.18494032,3.84966532028895e-13,0.00524135062703549,4.449950706e-06
"51",0.5,0.1,9.3521,9.799277,9.021504,-0.447177,4.67441517667961e-67,0.14170025243929,0.031172604,0,0.000290513977838537,8.4741016e-16
"52",0.5,0.2,9.3521,9.753016,9.035418,-0.400916,1.60666331096109e-38,0.147460599065797,0.031454265,2.9865365403854e-220,0.000307219311333681,4.3296329587e-14
"53",0.5,0.3,9.3521,9.916045,9.071283,-0.563945,9.14802935008382e-24,0.149821852291856,0.053041415,7.68754178485519e-141,0.000370666076725382,2.430073643e-12
"54",0.5,0.4,9.3521,9.887783,9.090093,-0.535683,1.72890114955084e-17,0.138937548477578,0.065138255,4.30648906507851e-98,0.000491303521489547,4.31515268e-11
"55",0.5,0.5,9.3521,10.061,9.079314,-0.7089,1.67231464876063e-14,0.148011748656877,0.0901909612,5.38527387130662e-73,0.000480831070532693,2.8024673805e-10
"56",0.5,0.6,9.3521,9.803591,9.15464,-0.451491,5.57795038636431e-10,0.159687111978827,0.09551191,1.59892840320623e-53,0.000575623802616483,2.289394206901e-09
"57",0.5,0.7,9.3521,9.791962,9.217034,-0.439862,3.15547896675036e-07,0.157288211904307,0.104598725,4.21115454230583e-39,0.000655274168865615,9.215567473e-09
"58",0.5,0.8,9.3521,10.05856,9.345916,-0.70646,2.45810550613752e-06,0.146744601748638,0.123354808,5.27531830405618e-30,0.000579253616399606,1.165469568e-07
"59",0.5,0.9,9.3521,10.018941,9.249776,-0.666841,5.2008256028481e-05,0.176143817399568,0.13641077,1.36371828332942e-25,0.000621341859168038,2.969083752e-07
"60",0.5,1,9.3521,9.930311,9.392006,-0.578211,0.000334908665695311,0.165102366297902,0.16523154,2.45971810851186e-19,0.000616156879637003,1.8400011725e-06
"61",0.6,0.1,9.3521,10.220133,8.954515,-0.868033,5.04806688981376e-75,0.0676847924253876,0.027774443,0,1.56028453724377e-05,3.1181965e-16
"62",0.6,0.2,9.3521,10.161748,8.967649,-0.809648,1.89143740432291e-44,0.0638812931129878,0.035968564,2.47501303684532e-258,1.53572907676391e-05,1.1813529256e-14
"63",0.6,0.3,9.3521,10.187842,9.017176,-0.835742,1.93932299330815e-32,0.0746480402330559,0.042048053,2.745345543486e-174,1.69684804004044e-05,3.21229222e-13
"64",0.6,0.4,9.3521,10.052531,9.037116,-0.700431,1.84110732190177e-23,0.0707651506829508,0.06346766,4.36343213680959e-123,2.6839080905372e-05,5.0936396999e-12
